fan_id,household_id,fan_segment,city,state,acquisition_channel,total_orders,total_tickets,total_revenue,group_orders,group_tickets,group_revenue,avg_tickets_per_order,group_sales_score,upgrade_potential_score,days_since_last_game,email_opt_in,sms_opt_in,recommended_crm_action,group_sales_priority,recommended_contact_channel
FAN0054435,HH0054435,group_buyer,Huntsville,AL,community_event,1,31,470.16,1,31,470.16,31.00,66,43,449,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0100568,HH0100568,group_buyer,Madison,AL,group_sales_rep,1,32,468.22,1,32,468.22,32.00,66,33,3,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0091324,HH0091324,group_buyer,Huntsville,AL,website,1,32,465.60,1,32,465.60,32.00,66,43,56,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0024703,HH0024703,group_buyer,Huntsville,AL,community_event,1,30,465.56,1,30,465.56,30.00,66,42,780,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0101299,HH0101299,group_buyer,Huntsville,AL,group_sales_rep,1,32,465.28,1,32,465.28,32.00,66,43,2,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0011161,HH0011161,group_buyer,Madison,AL,community_event,1,31,465.27,1,31,465.27,31.00,66,43,844,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0016450,HH0016450,group_buyer,Madison,AL,group_sales_rep,2,31,465.05,2,31,465.05,15.50,66,68,17,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0056819,HH0056819,group_buyer,Decatur,AL,website,1,30,464.77,1,30,464.77,30.00,66,42,435,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068374,HH0068374,group_buyer,Decatur,AL,community_event,1,32,464.22,1,32,464.22,32.00,66,43,376,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0024394,HH0024394,group_buyer,Madison,AL,group_sales_rep,1,32,462.72,1,32,462.72,32.00,66,43,781,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0064624,HH0064624,group_buyer,Meridianville,AL,website,1,32,460.97,1,32,460.97,32.00,66,43,400,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0070209,HH0070209,group_buyer,Athens,AL,group_sales_rep,1,31,460.79,1,31,460.79,31.00,66,43,372,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0056346,HH0056346,group_buyer,Madison,AL,community_event,1,32,459.08,1,32,459.08,32.00,66,33,436,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0044980,HH0044980,group_buyer,Decatur,AL,community_event,1,31,458.52,1,31,458.52,31.00,66,43,490,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0096942,HH0096942,group_buyer,Harvest,AL,community_event,1,30,457.79,1,30,457.79,30.00,66,42,19,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0050935,HH0050935,group_buyer,Madison,AL,group_sales_rep,1,32,456.73,1,32,456.73,32.00,66,43,463,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0089866,HH0089866,group_buyer,Madison,AL,group_sales_rep,1,30,456.56,1,30,456.56,30.00,66,32,73,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0023606,HH0023606,group_buyer,Decatur,AL,website,1,32,455.85,1,32,455.85,32.00,66,43,782,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0064580,HH0064580,group_buyer,Madison,AL,website,1,30,455.74,1,30,455.74,30.00,66,32,400,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0091155,HH0091155,group_buyer,Decatur,AL,community_event,1,30,454.93,1,30,454.93,30.00,66,42,56,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0020542,HH0020542,group_buyer,Meridianville,AL,group_sales_rep,2,31,453.52,2,31,453.52,15.50,66,68,380,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0050854,HH0050854,group_buyer,Athens,AL,community_event,2,31,451.99,2,31,451.99,15.50,66,68,372,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0048632,HH0048632,group_buyer,Huntsville,AL,website,1,30,451.95,1,30,451.95,30.00,66,42,467,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0097354,HH0097354,group_buyer,Huntsville,AL,community_event,1,31,451.69,1,31,451.69,31.00,66,43,18,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0010363,HH0010363,group_buyer,Madison,AL,group_sales_rep,1,29,451.28,1,29,451.28,29.00,66,42,847,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0070578,HH0070578,group_buyer,Huntsville,AL,website,1,32,451.07,1,32,451.07,32.00,66,43,372,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0037757,HH0037757,group_buyer,Athens,AL,community_event,1,29,450.55,1,29,450.55,29.00,66,42,519,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0099198,HH0099198,group_buyer,Madison,AL,group_sales_rep,1,31,450.09,1,31,450.09,31.00,66,43,15,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0100733,HH0100733,group_buyer,Athens,AL,community_event,1,29,449.50,1,29,449.50,29.00,66,41,3,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0037204,HH0037204,group_buyer,Huntsville,AL,group_sales_rep,1,30,449.09,1,30,449.09,30.00,66,42,519,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0097076,HH0097076,group_buyer,Huntsville,AL,website,1,29,448.19,1,29,448.19,29.00,66,41,19,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0096902,HH0096902,group_buyer,Decatur,AL,website,1,31,446.86,1,31,446.86,31.00,66,42,19,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0064503,HH0064503,group_buyer,Decatur,AL,group_sales_rep,1,32,446.06,1,32,446.06,32.00,66,43,400,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0059577,HH0059577,group_buyer,Madison,AL,website,1,30,445.92,1,30,445.92,30.00,66,42,428,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0080558,HH0080558,group_buyer,Athens,AL,community_event,1,29,445.67,1,29,445.67,29.00,66,41,109,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0050090,HH0050090,group_buyer,Huntsville,AL,group_sales_rep,1,30,445.23,1,30,445.23,30.00,66,42,464,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0097719,HH0097719,group_buyer,Huntsville,AL,website,1,31,444.95,1,31,444.95,31.00,66,42,17,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0091282,HH0091282,group_buyer,Huntsville,AL,group_sales_rep,1,31,444.59,1,31,444.59,31.00,66,42,56,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086625,HH0086625,group_buyer,Madison,AL,website,1,32,443.69,1,32,443.69,32.00,66,43,87,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0074157,HH0074157,group_buyer,Decatur,AL,group_sales_rep,1,30,443.61,1,30,443.61,30.00,66,42,156,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0008329,HH0008329,group_buyer,Birmingham,AL,community_event,2,32,443.34,2,32,443.34,16.00,66,68,829,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0006261,HH0006261,group_buyer,Huntsville,AL,website,2,30,443.13,2,30,443.13,15.00,66,67,851,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0021464,HH0021464,group_buyer,Athens,AL,community_event,2,30,442.50,2,30,442.50,15.00,66,67,140,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0035650,HH0035650,group_buyer,Huntsville,AL,website,2,32,442.50,2,32,442.50,16.00,66,58,479,0,1,Group Sales Follow-Up,Priority 3: Nurture,SMS
FAN0058015,HH0058015,group_buyer,Decatur,AL,group_sales_rep,1,30,441.63,1,30,441.63,30.00,66,32,431,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0093370,HH0093370,group_buyer,Nashville,TN,group_sales_rep,1,29,440.78,1,29,440.78,29.00,66,31,43,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0029455,HH0029455,group_buyer,Huntsville,AL,website,1,31,440.28,1,31,440.28,31.00,66,32,747,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0095569,HH0095569,group_buyer,Madison,AL,community_event,1,29,438.65,1,29,438.65,29.00,66,41,30,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0077278,HH0077278,group_buyer,Madison,AL,community_event,1,28,438.36,1,28,438.36,28.00,66,41,141,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0045041,HH0045041,group_buyer,Madison,AL,community_event,1,29,438.30,1,29,438.30,29.00,66,31,490,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0099507,HH0099507,group_buyer,Decatur,AL,website,1,29,437.81,1,29,437.81,29.00,66,41,14,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0016574,HH0016574,group_buyer,Huntsville,AL,website,1,32,437.75,1,32,437.75,32.00,66,43,827,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0070840,HH0070840,group_buyer,Birmingham,AL,group_sales_rep,1,31,437.46,1,31,437.46,31.00,66,42,371,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0024562,HH0024562,group_buyer,Madison,AL,website,2,31,437.45,2,31,437.45,15.50,66,67,449,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0036607,HH0036607,group_buyer,Madison,AL,website,1,28,437.19,1,28,437.19,28.00,66,41,521,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0098975,HH0098975,group_buyer,Harvest,AL,community_event,1,28,436.89,1,28,436.89,28.00,66,41,15,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0064533,HH0064533,group_buyer,Madison,AL,community_event,1,30,436.79,1,30,436.79,30.00,66,42,400,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0067583,HH0067583,group_buyer,Huntsville,AL,website,1,30,436.43,1,30,436.43,30.00,66,42,378,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0079258,HH0079258,group_buyer,Athens,AL,community_event,1,30,436.28,1,30,436.28,30.00,66,42,129,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0066597,HH0066597,group_buyer,Harvest,AL,community_event,2,29,436.26,2,29,436.26,14.50,66,66,371,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0067661,HH0067661,group_buyer,Huntsville,AL,website,2,32,436.08,2,32,436.08,16.00,66,68,162,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0086715,HH0086715,group_buyer,Meridianville,AL,group_sales_rep,1,28,436.03,1,28,436.03,28.00,66,41,87,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0054694,HH0054694,group_buyer,Nashville,TN,group_sales_rep,1,29,435.69,1,29,435.69,29.00,66,41,449,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0063763,HH0063763,group_buyer,Madison,AL,website,1,32,434.58,1,32,434.58,32.00,66,43,401,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0063470,HH0063470,group_buyer,Huntsville,AL,community_event,1,29,433.95,1,29,433.95,29.00,66,41,401,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0063721,HH0063721,group_buyer,Birmingham,AL,website,1,28,433.27,1,28,433.27,28.00,66,31,401,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0097516,HH0097516,group_buyer,Madison,AL,community_event,1,31,433.25,1,31,433.25,31.00,66,42,18,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0080576,HH0080576,group_buyer,Huntsville,AL,community_event,1,32,431.76,1,32,431.76,32.00,66,43,109,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0098938,HH0098938,group_buyer,Huntsville,AL,community_event,1,31,431.63,1,31,431.63,31.00,66,42,15,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0077675,HH0077675,group_buyer,Athens,AL,group_sales_rep,1,28,431.56,1,28,431.56,28.00,66,41,140,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0088658,HH0088658,group_buyer,Chattanooga,TN,community_event,1,30,431.40,1,30,431.40,30.00,66,32,75,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0017925,HH0017925,group_buyer,Athens,AL,website,2,30,431.40,2,30,431.40,15.00,66,57,780,0,1,Group Sales Follow-Up,Priority 3: Nurture,SMS
FAN0028026,HH0028026,group_buyer,Chattanooga,TN,group_sales_rep,1,28,431.19,1,28,431.19,28.00,66,40,765,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0100380,HH0100380,group_buyer,Athens,AL,website,1,29,431.18,1,29,431.18,29.00,66,41,4,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0058005,HH0058005,group_buyer,Madison,AL,group_sales_rep,1,30,430.69,1,30,430.69,30.00,66,41,431,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0059415,HH0059415,group_buyer,Madison,AL,website,1,28,430.55,1,28,430.55,28.00,66,40,428,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0077346,HH0077346,group_buyer,Huntsville,AL,community_event,1,29,430.52,1,29,430.52,29.00,66,31,141,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0060047,HH0060047,group_buyer,Harvest,AL,website,1,28,430.46,1,28,430.46,28.00,66,40,427,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0089098,HH0089098,group_buyer,Madison,AL,community_event,1,30,430.28,1,30,430.28,30.00,66,41,74,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0084330,HH0084330,group_buyer,Nashville,TN,group_sales_rep,1,28,430.04,1,28,430.04,28.00,66,30,94,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0074032,HH0074032,group_buyer,Huntsville,AL,website,1,28,429.97,1,28,429.97,28.00,66,40,156,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0005039,HH0005039,group_buyer,Madison,AL,group_sales_rep,2,30,429.76,2,30,429.76,15.00,66,66,862,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0059807,HH0059807,group_buyer,Madison,AL,community_event,1,30,429.75,1,30,429.75,30.00,66,41,428,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0094144,HH0094144,group_buyer,Huntsville,AL,group_sales_rep,1,28,429.32,1,28,429.32,28.00,66,40,42,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086876,HH0086876,group_buyer,Huntsville,AL,website,1,32,428.48,1,32,428.48,32.00,66,32,87,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0025146,HH0025146,group_buyer,Birmingham,AL,community_event,2,31,428.02,2,31,428.02,15.50,66,67,779,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0066797,HH0066797,group_buyer,Birmingham,AL,website,2,32,427.77,2,32,427.77,16.00,66,67,3,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0007562,HH0007562,group_buyer,Birmingham,AL,community_event,2,30,427.53,2,30,427.53,15.00,66,56,765,0,1,Group Sales Follow-Up,Priority 3: Nurture,SMS
FAN0089293,HH0089293,group_buyer,Huntsville,AL,group_sales_rep,1,29,427.14,1,29,427.14,29.00,66,41,74,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0027959,HH0027959,group_buyer,Huntsville,AL,group_sales_rep,2,32,426.60,2,32,426.60,16.00,66,67,495,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0008164,HH0008164,group_buyer,Huntsville,AL,group_sales_rep,2,29,426.05,2,29,426.05,14.50,66,56,504,0,1,Group Sales Follow-Up,Priority 3: Nurture,SMS
FAN0086794,HH0086794,group_buyer,Madison,AL,website,1,29,425.42,1,29,425.42,29.00,66,41,87,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0016700,HH0016700,group_buyer,Huntsville,AL,community_event,1,29,424.92,1,29,424.92,29.00,66,31,827,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0060642,HH0060642,group_buyer,Decatur,AL,website,1,32,424.88,1,32,424.88,32.00,66,42,417,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0091279,HH0091279,group_buyer,Huntsville,AL,group_sales_rep,1,28,424.81,1,28,424.81,28.00,66,40,56,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0032467,HH0032467,group_buyer,Nashville,TN,website,1,28,424.79,1,28,424.79,28.00,66,40,749,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0025730,HH0025730,group_buyer,Huntsville,AL,community_event,1,30,424.04,1,30,424.04,30.00,66,31,779,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0056995,HH0056995,group_buyer,Madison,AL,community_event,2,30,423.83,2,30,423.83,15.00,66,56,371,0,1,Group Sales Follow-Up,Priority 3: Nurture,SMS
FAN0020758,HH0020758,group_buyer,Athens,AL,website,2,31,423.11,2,31,423.11,15.50,66,67,801,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0029243,HH0029243,group_buyer,Athens,AL,community_event,1,28,422.85,1,28,422.85,28.00,66,40,747,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0025901,HH0025901,group_buyer,Decatur,AL,community_event,1,29,422.48,1,29,422.48,29.00,66,41,778,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086893,HH0086893,group_buyer,Huntsville,AL,community_event,1,32,421.80,1,32,421.80,32.00,66,42,87,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0021892,HH0021892,group_buyer,Madison,AL,group_sales_rep,1,29,421.74,1,29,421.74,29.00,66,31,800,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0095379,HH0095379,group_buyer,Madison,AL,community_event,1,29,421.51,1,29,421.51,29.00,66,41,30,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0059293,HH0059293,group_buyer,Madison,AL,website,1,28,421.13,1,28,421.13,28.00,66,40,428,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0042028,HH0042028,group_buyer,Huntsville,AL,website,1,29,420.16,1,29,420.16,29.00,66,31,495,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0063886,HH0063886,group_buyer,Madison,AL,group_sales_rep,1,31,420.03,1,31,420.03,31.00,66,42,401,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0031844,HH0031844,group_buyer,Harvest,AL,community_event,1,29,419.48,1,29,419.48,29.00,66,31,750,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0028868,HH0028868,group_buyer,Madison,AL,group_sales_rep,1,30,419.05,1,30,419.05,30.00,66,41,764,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0049408,HH0049408,group_buyer,Huntsville,AL,group_sales_rep,2,31,419.05,2,31,419.05,15.50,66,67,414,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0058762,HH0058762,group_buyer,Athens,AL,group_sales_rep,1,29,418.96,1,29,418.96,29.00,66,41,429,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0090043,HH0090043,group_buyer,Decatur,AL,group_sales_rep,2,30,418.48,2,30,418.48,15.00,66,56,15,0,1,Group Sales Follow-Up,Priority 3: Nurture,SMS
FAN0001165,HH0001165,group_buyer,Madison,AL,community_event,2,32,418.12,2,32,418.12,16.00,66,67,880,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0078040,HH0078040,group_buyer,Athens,AL,community_event,1,29,418.09,1,29,418.09,29.00,66,41,140,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0045029,HH0045029,group_buyer,Madison,AL,community_event,2,30,417.70,2,30,417.70,15.00,66,66,464,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0056438,HH0056438,group_buyer,Harvest,AL,community_event,1,30,417.70,1,30,417.70,30.00,66,31,436,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0029141,HH0029141,group_buyer,Madison,AL,community_event,2,31,417.60,2,31,417.60,15.50,66,67,519,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0041604,HH0041604,group_buyer,Harvest,AL,website,1,30,417.26,1,30,417.26,30.00,66,41,504,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0077312,HH0077312,group_buyer,Huntsville,AL,community_event,1,32,417.21,1,32,417.21,32.00,66,32,141,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0100992,HH0100992,group_buyer,Huntsville,AL,website,1,30,416.79,1,30,416.79,30.00,66,41,2,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0083300,HH0083300,group_buyer,Harvest,AL,community_event,1,32,416.30,1,32,416.30,32.00,66,32,105,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0006940,HH0006940,group_buyer,Harvest,AL,website,2,29,416.10,2,29,416.10,14.50,66,66,764,1,1,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0051094,HH0051094,group_buyer,Huntsville,AL,group_sales_rep,1,29,415.96,1,29,415.96,29.00,66,31,463,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0020753,HH0020753,group_buyer,Athens,AL,community_event,2,30,415.70,2,30,415.70,15.00,66,66,156,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0091297,HH0091297,group_buyer,Madison,AL,website,1,32,415.61,1,32,415.61,32.00,66,42,56,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0041871,HH0041871,group_buyer,Huntsville,AL,group_sales_rep,2,29,415.33,2,29,415.33,14.50,66,66,400,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0091718,HH0091718,group_buyer,Madison,AL,community_event,1,29,414.50,1,29,414.50,29.00,66,31,47,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0064810,HH0064810,group_buyer,Athens,AL,group_sales_rep,1,31,413.72,1,31,413.72,31.00,66,42,399,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0097761,HH0097761,group_buyer,Huntsville,AL,website,1,28,413.52,1,28,413.52,28.00,66,40,17,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0097720,HH0097720,group_buyer,Huntsville,AL,community_event,1,32,413.48,1,32,413.48,32.00,66,42,17,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0100468,HH0100468,group_buyer,Athens,AL,community_event,1,32,413.25,1,32,413.25,32.00,66,32,3,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0102175,HH0102175,group_buyer,Madison,AL,website,1,29,412.63,1,29,412.63,29.00,66,31,0,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0064140,HH0064140,group_buyer,Florence,AL,community_event,1,31,412.58,1,31,412.58,31.00,66,42,400,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0063730,HH0063730,group_buyer,Athens,AL,website,1,29,412.11,1,29,412.11,29.00,66,40,401,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0029031,HH0029031,group_buyer,Madison,AL,group_sales_rep,1,31,411.72,1,31,411.72,31.00,66,41,764,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0045419,HH0045419,group_buyer,Harvest,AL,website,1,30,411.57,1,30,411.57,30.00,66,41,481,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0064779,HH0064779,group_buyer,Huntsville,AL,community_event,1,30,411.49,1,30,411.49,30.00,66,41,399,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0063579,HH0063579,group_buyer,Chattanooga,TN,website,1,32,411.44,1,32,411.44,32.00,66,42,401,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0028780,HH0028780,group_buyer,Harvest,AL,community_event,1,32,411.04,1,32,411.04,32.00,66,42,764,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0079152,HH0079152,group_buyer,Madison,AL,community_event,1,32,410.98,1,32,410.98,32.00,66,42,129,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0034670,HH0034670,group_buyer,Madison,AL,group_sales_rep,1,31,410.95,1,31,410.95,31.00,66,41,736,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0045021,HH0045021,group_buyer,Decatur,AL,community_event,2,30,410.94,2,30,410.94,15.00,66,66,379,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0084380,HH0084380,group_buyer,Madison,AL,website,2,32,410.61,2,32,410.61,16.00,66,67,87,1,0,Group Sales Follow-Up,Priority 3: Nurture,Email
FAN0002756,HH0002756,group_buyer,Chattanooga,TN,website,1,30,409.49,1,30,409.49,30.00,66,31,876,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0099201,HH0099201,group_buyer,Huntsville,AL,website,1,32,409.31,1,32,409.31,32.00,66,42,15,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0015907,HH0015907,group_buyer,Madison,AL,community_event,1,29,408.99,1,29,408.99,29.00,66,40,828,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0056736,HH0056736,group_buyer,Decatur,AL,community_event,1,32,408.47,1,32,408.47,32.00,66,42,436,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0084114,HH0084114,group_buyer,Madison,AL,website,1,28,408.18,1,28,408.18,28.00,66,40,94,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068197,HH0068197,group_buyer,Chattanooga,TN,community_event,1,32,408.04,1,32,408.04,32.00,66,32,376,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0064593,HH0064593,group_buyer,Birmingham,AL,community_event,1,28,407.78,1,28,407.78,28.00,66,40,400,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0022925,HH0022925,group_buyer,Huntsville,AL,group_sales_rep,1,29,407.74,1,29,407.74,29.00,66,40,799,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0041695,HH0041695,group_buyer,Huntsville,AL,community_event,1,32,407.39,1,32,407.39,32.00,66,42,504,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
