follow_up_id,opportunity_id,fan_id,account_id,game_id,assigned_team,assigned_owner,suggested_action,priority_score,priority_band,due_date,status,outcome,synthetic_data_flag
FUP_00010306,OPP_00038260,FAN_033374,,TP_2024_003,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00010307,OPP_00045651,FAN_039891,,TP_2025_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00010308,OPP_00042144,FAN_036830,,TP_2025_047,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00010309,OPP_00048337,FAN_042376,,TP_2025_038,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-03,open,,True
FUP_00010310,OPP_00003635,FAN_003057,,TP_2023_020,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-17,open,,True
FUP_00010311,OPP_00043850,FAN_038310,,TP_2025_001,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00010312,OPP_00036408,FAN_031768,,TP_2025_036,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-23,open,,True
FUP_00010313,OPP_00041596,FAN_036332,,TP_2025_026,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-16,open,,True
FUP_00010314,OPP_00039386,FAN_034392,,TP_2025_020,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-14,open,,True
FUP_00010315,OPP_00017786,FAN_015212,,TP_2024_035,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-25,open,,True
FUP_00010316,OPP_00040169,FAN_035060,,TP_2025_012,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-29,open,,True
FUP_00010317,OPP_00046270,FAN_040457,,TP_2025_021,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00010318,OPP_00025321,FAN_021871,,TP_2023_043,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-09,open,,True
FUP_00010319,OPP_00032901,FAN_028565,,TP_2024_015,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-21,open,,True
FUP_00010320,OPP_00013573,FAN_011582,,TP_2024_029,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-06-11,open,,True
FUP_00010321,OPP_00016909,FAN_014418,,TP_2023_004,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-29,open,,True
FUP_00010322,OPP_00007088,FAN_006100,,TP_2025_032,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-17,open,,True
FUP_00010323,OPP_00024811,FAN_021440,,TP_2023_024,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-11,open,,True
FUP_00010324,OPP_00035999,FAN_031353,,TP_2023_055,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-15,open,,True
FUP_00010325,OPP_00028129,FAN_024281,,TP_2024_004,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-27,open,,True
FUP_00010326,OPP_00038296,FAN_033407,,TP_2024_053,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-21,open,,True
FUP_00010327,OPP_00008956,FAN_007712,,TP_2023_033,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-07,open,,True
FUP_00010328,OPP_00039570,FAN_034546,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-24,open,,True
FUP_00010329,OPP_00041823,FAN_036529,,TP_2025_012,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-27,open,,True
FUP_00010330,OPP_00029231,FAN_025322,,TP_2025_064,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-12,open,,True
FUP_00010331,OPP_00019729,FAN_016862,,TP_2023_066,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-21,open,,True
FUP_00010332,OPP_00003617,FAN_003051,,TP_2023_048,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00010333,OPP_00036830,FAN_032119,,TP_2025_027,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-04,open,,True
FUP_00010334,OPP_00028994,FAN_025091,,TP_2023_051,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00010335,OPP_00007286,FAN_006300,,TP_2023_033,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-12,open,,True
FUP_00010336,OPP_00025596,FAN_022110,,TP_2025_061,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-12,open,,True
FUP_00010337,OPP_00028679,FAN_024812,,TP_2024_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00010338,OPP_00046930,FAN_041022,,TP_2024_046,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00010339,OPP_00013780,FAN_011750,,TP_2025_065,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-13,open,,True
FUP_00010340,OPP_00034023,FAN_029577,,TP_2023_007,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-31,open,,True
FUP_00010341,OPP_00041581,FAN_036309,,TP_2025_029,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-25,open,,True
FUP_00010342,OPP_00040825,FAN_035667,,TP_2025_042,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-18,open,,True
FUP_00010343,OPP_00040149,FAN_035048,,TP_2025_058,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-29,open,,True
FUP_00010344,OPP_00043501,FAN_038005,,TP_2024_010,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-04,open,,True
FUP_00010345,OPP_00011693,FAN_010025,,TP_2024_059,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-31,open,,True
FUP_00010346,OPP_00022355,FAN_019170,,TP_2024_013,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-23,open,,True
FUP_00010347,OPP_00013798,FAN_011766,,TP_2023_047,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-10,open,,True
FUP_00010348,OPP_00047427,FAN_041466,,TP_2025_004,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-11,open,,True
FUP_00010349,OPP_00028662,FAN_024791,,TP_2025_021,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-30,open,,True
FUP_00010350,OPP_00033973,FAN_029518,,TP_2025_061,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-04,open,,True
FUP_00010351,OPP_00010591,FAN_009081,,TP_2024_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00010352,OPP_00004574,FAN_003896,,TP_2025_016,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-09,open,,True
FUP_00010353,OPP_00000175,FAN_000166,,TP_2025_064,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-12,open,,True
FUP_00010354,OPP_00034394,FAN_029898,,TP_2025_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00010355,OPP_00020795,FAN_017817,,TP_2024_048,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-15,open,,True
FUP_00010356,OPP_00021766,FAN_018662,,TP_2024_042,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-14,open,,True
FUP_00010357,OPP_00047713,FAN_041737,,TP_2024_051,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-31,open,,True
FUP_00010358,OPP_00020292,FAN_017385,,TP_2025_028,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-13,open,,True
FUP_00010359,OPP_00021530,FAN_018460,,TP_2025_031,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-22,open,,True
FUP_00010360,OPP_00013446,FAN_011466,,TP_2024_010,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-16,open,,True
FUP_00010361,OPP_00045973,FAN_040205,,TP_2025_036,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00010362,OPP_00011281,FAN_009684,,TP_2023_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-04-16,open,,True
FUP_00010363,OPP_00029783,FAN_025775,,TP_2023_040,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00010364,OPP_00003489,FAN_002925,,TP_2024_022,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-05-27,open,,True
FUP_00010365,OPP_00006452,FAN_005520,,TP_2025_007,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-14,open,,True
FUP_00010366,OPP_00039565,FAN_034544,,TP_2024_006,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-04-17,open,,True
FUP_00010367,OPP_00024364,FAN_021011,,TP_2025_049,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-10,open,,True
FUP_00010368,OPP_00039913,FAN_034858,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-04,open,,True
FUP_00010369,OPP_00040373,FAN_035253,,TP_2024_047,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-16,open,,True
FUP_00010370,OPP_00041343,FAN_036103,,TP_2023_028,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-06-12,open,,True
FUP_00010371,OPP_00046690,FAN_040803,,TP_2023_052,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00010372,OPP_00000395,FAN_000354,,TP_2025_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-15,open,,True
FUP_00010373,OPP_00025676,FAN_022168,,TP_2025_035,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-23,open,,True
FUP_00010374,OPP_00005197,FAN_004416,,TP_2024_027,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-13,open,,True
FUP_00010375,OPP_00005417,FAN_004637,,TP_2023_052,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-11,open,,True
FUP_00010376,OPP_00024735,FAN_021379,,TP_2025_057,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00010377,OPP_00038252,FAN_033368,,TP_2025_023,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-31,open,,True
FUP_00010378,OPP_00006623,FAN_005662,,TP_2024_031,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-06-28,open,,True
FUP_00010379,OPP_00002155,FAN_001851,,TP_2024_020,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00010380,OPP_00002296,FAN_001969,,TP_2023_058,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-11,open,,True
FUP_00010381,OPP_00014918,FAN_012731,,TP_2023_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-10,open,,True
FUP_00010382,OPP_00049978,FAN_043813,,TP_2024_029,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-07,open,,True
FUP_00010383,OPP_00006590,FAN_005628,,TP_2023_050,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-07,open,,True
FUP_00010384,OPP_00010045,FAN_008617,,TP_2025_058,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-01,open,,True
FUP_00010385,OPP_00045589,FAN_039825,,TP_2025_055,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-18,open,,True
FUP_00010386,OPP_00048010,FAN_042024,,TP_2025_045,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-01,open,,True
FUP_00010387,OPP_00010072,FAN_008639,,TP_2025_030,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-15,open,,True
FUP_00010388,OPP_00043030,FAN_037617,,TP_2023_025,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-05,open,,True
FUP_00010389,OPP_00040127,FAN_035028,,TP_2025_034,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-20,open,,True
FUP_00010390,OPP_00005030,FAN_004276,,TP_2023_002,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-05-11,open,,True
FUP_00010391,OPP_00009765,FAN_008408,,TP_2023_021,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-18,open,,True
FUP_00010392,OPP_00045984,FAN_040213,,TP_2024_021,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-05-27,open,,True
FUP_00010393,OPP_00030381,FAN_026312,,TP_2023_030,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-15,open,,True
FUP_00010394,OPP_00032431,FAN_028151,,TP_2025_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-19,open,,True
FUP_00010395,OPP_00005199,FAN_004418,,TP_2025_011,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-26,open,,True
FUP_00010396,OPP_00028335,FAN_024466,,TP_2023_032,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-06-15,open,,True
FUP_00010397,OPP_00028537,FAN_024670,,TP_2024_043,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-15,open,,True
FUP_00010398,OPP_00017537,FAN_015018,,TP_2023_061,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-04-30,open,,True
FUP_00010399,OPP_00039098,FAN_034114,,TP_2023_010,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-16,open,,True
FUP_00010400,OPP_00038774,FAN_033820,,TP_2023_002,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-04-26,open,,True
FUP_00010401,OPP_00018014,FAN_015403,,TP_2025_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00010402,OPP_00014373,FAN_012219,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00010403,OPP_00030817,FAN_026719,,TP_2025_067,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-25,open,,True
FUP_00010404,OPP_00028254,FAN_024374,,TP_2025_042,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-15,open,,True
FUP_00010405,OPP_00009285,FAN_008004,,TP_2025_065,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-13,open,,True
FUP_00010406,OPP_00048305,FAN_042343,,TP_2025_001,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-03,open,,True
FUP_00010407,OPP_00049478,FAN_043390,,TP_2023_024,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-04-27,open,,True
FUP_00010408,OPP_00042733,FAN_037326,,TP_2025_055,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-21,open,,True
FUP_00010409,OPP_00042161,FAN_036848,,TP_2023_017,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00010410,OPP_00022299,FAN_019121,,TP_2023_053,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-02,open,,True
FUP_00010411,OPP_00023423,FAN_020174,,TP_2023_055,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00010412,OPP_00051245,FAN_044946,,TP_2023_009,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-04-26,open,,True
FUP_00010413,OPP_00009914,FAN_008518,,TP_2024_062,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-03,open,,True
FUP_00010414,OPP_00040953,FAN_035768,,TP_2023_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-12,open,,True
FUP_00010415,OPP_00012038,FAN_010297,,TP_2024_003,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-29,open,,True
FUP_00010416,OPP_00001808,FAN_001549,,TP_2025_043,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-23,open,,True
FUP_00010417,OPP_00038152,FAN_033275,,TP_2023_064,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-28,open,,True
FUP_00010418,OPP_00006059,FAN_005208,,TP_2025_060,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-31,open,,True
FUP_00010419,OPP_00022507,FAN_019312,,TP_2023_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-14,open,,True
FUP_00010420,OPP_00033003,FAN_028687,,TP_2023_049,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00010421,OPP_00008496,FAN_007320,,TP_2025_034,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-25,open,,True
FUP_00010422,OPP_00004240,FAN_003616,,TP_2024_036,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-17,open,,True
FUP_00010423,OPP_00035680,FAN_031083,,TP_2024_055,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-21,open,,True
FUP_00010424,OPP_00035681,FAN_031083,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-21,open,,True
FUP_00010425,OPP_00021565,FAN_018489,,TP_2023_009,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-31,open,,True
FUP_00010426,OPP_00037796,FAN_032948,,TP_2025_052,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-15,open,,True
FUP_00010427,OPP_00025700,FAN_022192,,TP_2024_050,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-30,open,,True
FUP_00010428,OPP_00012740,FAN_010905,,TP_2024_013,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-09,open,,True
FUP_00010429,OPP_00005491,FAN_004695,,TP_2025_027,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-04,open,,True
FUP_00010430,OPP_00000123,FAN_000108,,TP_2024_021,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-05-26,open,,True
FUP_00010431,OPP_00044578,FAN_038953,,TP_2025_006,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-13,open,,True
FUP_00010432,OPP_00035542,FAN_030979,,TP_2023_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-29,open,,True
FUP_00010433,OPP_00000441,FAN_000390,,TP_2025_015,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-09,open,,True
FUP_00010434,OPP_00043702,FAN_038190,,TP_2023_002,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-06-26,open,,True
FUP_00010435,OPP_00001631,FAN_001400,,TP_2023_009,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-04-28,open,,True
FUP_00010436,OPP_00012750,FAN_010913,,TP_2024_041,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-26,open,,True
FUP_00010437,OPP_00018087,FAN_015463,,TP_2023_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-18,open,,True
FUP_00010438,OPP_00022102,FAN_018951,,TP_2024_023,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-04,open,,True
FUP_00010439,OPP_00019244,FAN_016444,,TP_2025_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-18,open,,True
FUP_00010440,OPP_00020020,FAN_017145,,TP_2023_018,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-05-26,open,,True
FUP_00010441,OPP_00003105,FAN_002608,,TP_2023_051,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-29,open,,True
FUP_00010442,OPP_00027988,FAN_024161,,TP_2023_061,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-28,open,,True
FUP_00010443,OPP_00032051,FAN_027815,,TP_2023_024,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00010444,OPP_00014144,FAN_012045,,TP_2023_017,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-02,open,,True
FUP_00010445,OPP_00043710,FAN_038199,,TP_2024_033,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-09,open,,True
FUP_00010446,OPP_00011446,FAN_009823,,TP_2023_029,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-05,open,,True
FUP_00010447,OPP_00011886,FAN_010175,,TP_2023_007,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-09,open,,True
FUP_00010448,OPP_00026972,FAN_023292,,TP_2023_019,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-01,open,,True
FUP_00010449,OPP_00048585,FAN_042581,,TP_2024_023,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-21,open,,True
FUP_00010450,OPP_00032649,FAN_028320,,TP_2023_057,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-23,open,,True
FUP_00010451,OPP_00003265,FAN_002741,,TP_2023_035,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-07,open,,True
FUP_00010452,OPP_00042310,FAN_036975,,TP_2023_037,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-27,open,,True
FUP_00010453,OPP_00008116,FAN_006997,,TP_2024_062,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00010454,OPP_00039269,FAN_034278,,TP_2025_018,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00010455,OPP_00006640,FAN_005673,,TP_2023_057,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-15,open,,True
FUP_00010456,OPP_00039128,FAN_034143,,TP_2023_025,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-05-29,open,,True
FUP_00010457,OPP_00038078,FAN_033200,,TP_2023_060,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-17,open,,True
FUP_00010458,OPP_00001402,FAN_001217,,TP_2024_016,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-16,open,,True
FUP_00010459,OPP_00003096,FAN_002601,,TP_2023_050,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-01,open,,True
FUP_00010460,OPP_00035037,FAN_030512,,TP_2025_001,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-07,open,,True
FUP_00010461,OPP_00043383,FAN_037903,,TP_2024_050,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-30,open,,True
FUP_00010462,OPP_00046868,FAN_040962,,TP_2025_044,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00010463,OPP_00022794,FAN_019585,,TP_2024_062,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00010464,OPP_00005571,FAN_004775,,TP_2023_032,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-12-07,open,,True
FUP_00010465,OPP_00022609,FAN_019413,,TP_2024_046,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-26,open,,True
FUP_00010466,OPP_00024080,FAN_020732,,TP_2025_018,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-11,open,,True
FUP_00010467,OPP_00032655,FAN_028332,,TP_2023_017,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-05-28,open,,True
FUP_00010468,OPP_00013599,FAN_011600,,TP_2023_050,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-01,open,,True
FUP_00010469,OPP_00004372,FAN_003725,,TP_2023_010,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-08,open,,True
FUP_00010470,OPP_00028154,FAN_024295,,TP_2024_005,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-05-26,open,,True
FUP_00010471,OPP_00008993,FAN_007735,,TP_2023_059,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-13,open,,True
FUP_00010472,OPP_00027558,FAN_023790,,TP_2023_065,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-04-06,open,,True
FUP_00010473,OPP_00046036,FAN_040258,,TP_2024_056,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-13,open,,True
FUP_00010474,OPP_00001833,FAN_001564,,TP_2025_029,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-14,open,,True
FUP_00010475,OPP_00048447,FAN_042474,,TP_2025_035,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-31,open,,True
FUP_00010476,OPP_00027770,FAN_023979,,TP_2024_004,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-23,open,,True
FUP_00010477,OPP_00030583,FAN_026482,,TP_2025_020,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-13,open,,True
FUP_00010478,OPP_00006353,FAN_005452,,TP_2024_006,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-04,open,,True
FUP_00010479,OPP_00046431,FAN_040587,,TP_2025_056,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00010480,OPP_00028840,FAN_024954,,TP_2025_058,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-29,open,,True
FUP_00010481,OPP_00037992,FAN_033118,,TP_2024_054,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-12-14,open,,True
FUP_00010482,OPP_00045739,FAN_039989,,TP_2024_009,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-04-28,open,,True
FUP_00010483,OPP_00049399,FAN_043303,,TP_2024_017,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-06,open,,True
FUP_00010484,OPP_00006898,FAN_005904,,TP_2024_065,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-07,open,,True
FUP_00010485,OPP_00044075,FAN_038503,,TP_2024_030,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-19,open,,True
FUP_00010486,OPP_00024578,FAN_021225,,TP_2024_041,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-13,open,,True
FUP_00010487,OPP_00014338,FAN_012188,,TP_2023_051,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00010488,OPP_00033245,FAN_028886,,TP_2025_068,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-22,open,,True
FUP_00010489,OPP_00001911,FAN_001631,,TP_2023_064,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00010490,OPP_00007062,FAN_006073,,TP_2024_041,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-25,open,,True
FUP_00010491,OPP_00003397,FAN_002867,,TP_2025_044,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00010492,OPP_00049785,FAN_043656,,TP_2024_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-02,open,,True
FUP_00010493,OPP_00028931,FAN_025029,,TP_2024_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-11,open,,True
